Product_ID,Brand,Category,Region,Optimal_Price,Optimal_Discount,Predicted_Revenue
89,0,4,3,190,6,4525.44
74,2,2,1,75,28,1429.21
75,0,1,2,190,0,4993.2
70,2,1,2,180,0,1770.69
29,2,1,1,185,4,3347.02
95,5,4,2,155,28,3913.05
43,4,1,1,185,4,2680.41
86,3,4,3,135,26,4035.1
97,2,2,3,170,28,755.56
56,4,0,1,195,4,3740.58
98,2,1,1,155,4,5437.84
44,4,2,0,190,0,2264.42
55,4,4,3,130,18,4090.12
23,4,1,3,190,4,3473.56
52,4,2,1,185,4,3218.72
2,4,0,1,195,4,4736.33
25,2,4,2,190,6,3501.19
57,3,2,0,50,22,966.45
53,4,1,1,95,4,2084.97
45,2,4,1,170,28,3664.47
54,2,2,3,185,4,2642.69
92,0,4,2,65,6,1784.0
31,2,3,1,185,4,3626.5
31,2,1,1,185,4,2241.24
9,2,2,3,185,2,1824.35
63,2,1,0,195,4,3471.84
22,0,0,0,185,2,2560.55
75,1,3,2,185,4,1298.82
86,4,0,0,155,22,4264.51
18,3,1,0,185,2,2599.39
27,2,4,1,185,4,4821.42
54,3,2,1,180,0,2456.12
67,2,3,2,180,0,1212.47
36,1,4,2,135,22,3193.39
98,4,3,1,55,2,1504.67
69,3,2,1,175,14,4393.72
25,3,3,1,175,28,5163.26
92,3,0,1,170,26,2461.53
65,4,1,1,190,2,2483.15
43,2,1,1,195,0,2751.17
10,4,4,0,190,4,4977.87
10,0,4,0,185,4,3518.81
35,4,2,3,115,4,3708.64
2,2,4,1,195,28,4513.56
39,5,0,3,175,28,3084.54
52,4,2,0,185,22,3787.86
35,5,3,3,185,4,1653.42
94,2,1,1,55,10,926.05
34,5,0,3,185,4,4675.87
42,0,3,2,185,4,3460.66
72,2,0,3,185,4,5425.59
95,4,0,3,80,20,1726.55
21,5,2,3,185,4,1427.32
16,5,3,0,190,4,5404.09
92,4,0,2,175,16,7415.23
34,3,1,2,190,0,2437.44
65,4,3,1,185,28,1662.27
87,1,2,2,190,0,3338.67
33,2,0,2,180,0,3714.88
81,1,2,0,75,28,1955.53
71,0,4,1,190,28,5761.15
61,5,2,0,115,24,2182.65
1,3,4,3,195,2,4938.93
36,3,1,2,180,16,5143.19
8,1,1,2,185,0,5148.97
26,4,0,0,195,4,5144.05
61,0,1,1,65,4,1547.64
67,3,4,3,85,26,1781.57
28,2,1,1,190,6,4010.63
1,3,3,0,190,4,3050.88
39,1,2,2,130,26,3246.22
92,4,1,3,185,4,1442.93
14,5,3,0,190,4,4800.46
43,3,1,0,190,0,2096.12
93,1,4,3,140,0,3488.39
18,2,4,3,185,4,4434.44
95,4,4,2,195,4,4607.37
55,4,2,0,160,28,3245.11
70,2,1,0,195,2,2654.72
70,0,1,3,175,26,3947.78
31,3,4,0,195,12,4110.58
70,0,1,2,190,0,4184.39
67,2,4,3,190,28,4437.1
49,5,3,2,190,0,3317.72
99,4,4,1,85,28,1449.88
61,0,0,1,80,22,1383.7
82,3,2,2,175,16,5406.67
14,5,3,2,190,6,4648.09
16,3,2,0,195,0,1698.8
59,0,1,0,175,2,3682.79
33,0,2,0,170,28,2764.88
57,3,1,0,185,4,2954.55
22,1,0,3,105,0,2430.42
98,0,0,3,190,6,1584.72
72,1,2,0,185,0,5069.55
4,0,2,3,185,4,3418.88
70,5,3,1,80,28,1816.31
56,5,3,1,185,14,3839.36
49,5,0,3,190,4,3435.93
3,5,2,0,170,12,5260.46
94,0,0,0,125,6,3311.8
55,2,1,2,185,4,2651.49
25,0,0,1,185,4,4765.76
53,1,0,1,185,4,662.47
72,1,2,0,140,28,3928.69
78,5,2,2,170,28,1556.64
65,3,1,2,125,4,3285.7
25,5,0,2,185,4,3475.41
46,1,0,0,190,0,1649.07
67,5,1,1,135,28,3249.67
38,1,1,2,185,4,1330.62
47,2,0,0,190,0,2913.96
42,3,2,1,155,4,4198.81
49,5,4,2,190,0,4042.4
19,3,1,2,195,4,2232.54
55,1,0,2,185,4,1393.8
1,3,4,2,185,4,4947.87
62,0,3,3,170,28,1977.29
12,4,4,0,190,6,3014.43
65,1,0,0,190,6,3811.98
48,1,3,2,190,0,4854.97
44,3,3,1,190,0,3577.34
82,4,1,1,60,20,2270.72
1,1,1,0,155,20,4725.91
1,4,1,2,195,4,3369.78
62,0,1,3,185,4,3725.59
2,5,1,0,185,4,2659.92
52,5,0,3,190,6,6014.35
29,5,0,2,125,14,3273.55
0,2,1,0,180,0,1259.39
54,4,2,3,135,20,2979.22
75,3,2,1,140,26,3101.52
72,5,2,3,185,4,2992.71
61,1,0,3,195,24,4486.49
42,5,1,3,190,0,5458.92
0,4,3,3,185,4,2214.97
33,3,1,0,185,4,4022.1
72,3,0,0,95,4,2121.31
74,5,2,1,120,4,2900.87
49,5,3,0,185,4,2921.65
1,3,3,3,195,4,1185.54
6,1,0,1,185,4,1133.29
5,4,1,2,190,6,2269.53
40,0,4,0,175,28,3282.06
35,1,1,3,125,0,2664.22
36,0,4,1,165,28,4123.19
95,1,0,2,55,24,1758.74
80,5,0,3,55,18,893.31
46,1,4,0,185,4,2733.7
19,2,3,3,185,4,1485.71
40,4,1,2,190,4,4092.16
25,1,1,0,175,28,3943.08
72,1,3,3,175,2,4829.2
17,4,1,1,185,4,2052.76
46,5,2,3,185,4,3776.76
60,4,0,1,185,0,5552.89
66,3,1,3,195,12,4853.6
68,4,4,2,155,28,1608.16
54,0,1,3,195,28,4829.67
91,1,2,2,170,28,3870.43
66,2,1,0,130,26,3379.65
78,5,1,2,190,26,4505.04
60,5,0,0,110,20,2552.16
48,5,2,0,175,16,4982.49
2,5,4,0,175,18,4048.01
61,2,1,0,195,2,2746.94
56,0,4,1,195,18,4600.46
19,1,0,0,190,0,3838.57
85,3,0,0,90,26,1750.82
0,0,0,2,195,12,4945.0
8,3,3,1,185,2,3041.36
36,1,1,3,195,0,5295.0
77,2,0,2,65,4,1324.83
5,4,0,3,185,2,2345.41
30,4,4,0,190,0,3864.17
96,5,3,1,185,28,2872.77
61,4,2,1,165,28,3004.4
42,3,2,1,175,16,4010.69
56,4,4,0,190,0,2855.92
30,0,4,2,185,4,3982.85
35,0,3,2,190,0,2692.8
35,0,0,2,155,24,4673.51
15,5,1,0,185,4,2354.37
65,5,4,1,185,4,1647.49
71,1,0,0,195,0,4176.06
56,0,4,3,135,4,2942.18
69,2,3,2,135,28,2750.63
8,1,2,2,185,4,3643.46
2,0,1,3,170,26,2081.07
95,3,2,0,185,20,4147.89
49,4,4,0,190,0,4503.41
95,1,1,2,170,28,5029.13
4,4,4,3,190,2,3924.7
62,0,0,1,185,4,1560.92
36,2,3,3,185,4,2087.1
2,1,2,1,180,28,1664.15
8,1,2,3,190,28,3891.8
14,1,1,0,70,28,1506.06
63,2,4,2,180,0,1098.99
5,1,3,1,185,4,4625.17
48,4,1,0,195,28,2760.74
9,0,4,1,185,4,1843.95
93,0,3,3,150,6,2737.19
30,1,1,1,185,4,5518.75
78,3,4,2,50,16,1144.8
44,4,1,3,190,6,3549.08
34,0,1,0,195,0,5779.13
14,5,4,2,190,4,4433.62
41,1,0,0,185,4,4378.06
71,4,0,0,160,0,4699.67
24,0,2,3,185,4,4611.64
92,0,0,1,180,26,4765.78
1,4,1,1,185,4,2549.76
94,5,3,0,190,6,2654.8
44,1,1,2,185,4,4429.96
77,0,0,3,170,26,1545.31
36,5,0,0,155,22,4700.22
88,2,4,1,175,18,3959.0
15,3,3,0,190,4,4431.8
14,0,3,0,185,4,4623.9
39,1,0,1,185,4,5102.97
52,3,0,2,185,4,2453.18
49,2,2,0,140,20,3377.98
72,1,2,1,195,28,3930.38
84,1,2,1,50,20,1174.38
3,2,3,3,195,4,3391.38
17,2,1,2,190,0,2848.62
28,4,0,1,185,14,4197.58
68,1,3,1,70,0,2091.27
58,3,1,1,185,4,2712.56
21,0,0,3,195,0,2556.59
75,5,1,1,170,28,3971.64
30,0,2,3,190,0,4295.78
6,2,2,0,190,0,2684.78
72,0,2,2,180,0,1189.05
45,5,3,2,190,4,4624.92
39,2,1,3,195,28,3677.33
2,5,1,3,185,4,3963.04
95,2,3,1,95,4,2129.88
10,0,2,2,185,4,2016.04
55,5,4,2,120,12,3357.57
81,1,4,0,190,28,5015.17
40,5,0,1,190,0,3118.69
72,5,0,2,190,6,3066.93
2,1,4,2,150,18,2138.32
92,3,1,0,195,24,4298.39
86,3,2,1,190,6,3281.14
59,2,4,0,190,6,1990.27
64,4,0,3,80,24,1995.51
32,3,1,3,190,4,3510.78
85,1,1,2,110,2,3281.82
93,5,2,0,170,28,2034.7
50,2,1,0,195,0,1694.28
58,0,0,3,195,28,4300.41
19,4,1,3,185,4,4811.96
38,5,0,1,175,28,3985.0
72,0,0,2,160,0,3499.17
46,4,4,2,170,16,4669.19
23,1,4,0,135,18,2968.19
15,2,4,0,190,6,3595.48
39,1,3,2,175,28,1269.94
21,0,4,0,185,4,2808.25
75,5,4,1,185,0,4484.56
8,3,2,2,190,0,1283.17
84,4,2,2,170,28,2432.65
6,4,3,2,190,4,1955.94
32,4,0,3,195,28,2351.4
12,4,4,3,190,0,3230.03
82,2,0,0,65,0,1689.93
32,3,1,1,195,0,3064.63
38,4,1,0,190,6,3811.87
48,2,3,3,185,4,1958.82
90,0,4,3,190,0,3394.14
2,5,1,2,195,4,5649.58
56,5,4,0,190,0,3578.3
52,2,0,3,195,0,2401.8
62,1,3,1,135,26,3591.03
67,4,2,3,195,2,4556.92
72,3,3,3,115,4,3480.12
6,0,3,1,190,4,3164.88
39,1,1,3,195,0,5124.68
5,2,0,0,190,0,3026.59
61,0,0,0,70,24,1694.73
55,0,0,3,185,2,5711.29
61,4,4,3,190,0,1543.89
46,2,2,3,135,20,3124.46
32,1,3,3,195,28,4097.23
79,5,1,2,195,8,3659.7
73,5,2,0,55,24,1415.54
11,1,4,0,185,4,3230.64
88,4,1,1,195,12,4842.69
96,1,2,0,170,28,2450.58
69,5,4,0,155,28,5095.17
97,5,2,2,185,0,5193.41
17,0,0,3,185,4,6523.58
9,2,0,1,185,4,3438.26
37,5,2,0,135,26,3599.63
65,4,0,1,65,4,1482.12
22,2,0,0,190,0,3538.21
7,1,1,2,150,20,1520.23
27,0,2,0,195,18,4849.1
37,0,2,2,190,0,3098.7
87,1,3,3,175,0,4729.55
45,0,4,2,160,0,4240.23
46,3,3,0,190,0,3131.58
82,5,2,1,110,2,1730.22
76,3,4,3,115,4,2538.2
10,2,3,2,190,28,5136.23
8,4,4,3,195,28,4960.17
49,1,2,2,185,4,3999.94
85,4,2,3,70,18,1755.87
19,2,2,0,185,0,5095.21
18,3,1,0,195,4,4090.66
15,1,4,2,185,4,4448.7
59,2,3,0,70,0,1764.4
30,1,0,0,175,0,5456.49
73,4,2,2,70,24,2158.18
42,4,3,0,190,0,3046.72
62,4,4,2,185,24,4337.4
95,0,3,2,190,28,6382.45
24,4,4,0,180,0,5558.87
83,5,1,0,130,20,2955.46
42,4,2,0,185,20,4650.73
60,0,3,2,190,6,2463.04
21,1,0,0,185,4,2695.87
59,1,3,2,185,2,4529.41
72,1,2,1,75,28,1493.29
64,4,3,1,195,24,4755.53
59,3,0,2,185,4,6006.8
55,0,2,2,180,0,3991.21
19,5,2,3,185,4,4906.93
66,0,2,3,55,24,957.58
43,1,4,3,155,18,3177.04
27,0,3,0,195,0,4313.56
72,4,2,1,85,20,1972.79
6,5,0,0,190,4,2443.39
87,3,3,3,185,4,1006.45
72,5,1,2,80,24,2989.72
5,3,0,0,185,4,3574.09
4,4,0,3,190,4,7007.3
3,5,2,3,190,6,2285.16
53,5,4,0,135,28,4502.02
86,1,4,1,155,0,3745.14
85,4,3,2,165,2,3739.46
93,2,2,0,135,28,4333.38
72,1,4,3,80,22,1530.55
63,5,1,3,185,4,4117.65
87,0,3,3,190,6,1786.29
86,3,0,0,190,6,1496.09
48,4,1,2,195,12,3644.59
17,5,0,2,185,4,5457.4
19,2,0,2,185,4,3528.72
77,3,4,0,175,16,4716.73
98,3,2,2,185,0,4813.85
62,5,1,2,170,28,3194.14
12,4,0,1,190,4,2228.94
25,4,1,0,190,4,4916.83
50,3,1,0,185,4,3749.34
5,4,1,3,190,4,2803.87
12,3,0,2,185,4,5750.75
47,0,4,2,190,0,3763.8
28,4,1,0,190,4,3437.37
86,4,2,2,110,22,1710.15
2,3,3,0,195,12,4308.95
50,3,2,1,185,4,1398.15
36,4,1,3,110,20,2216.82
49,0,0,2,185,2,2376.7
47,0,4,3,185,8,3000.63
6,0,1,3,165,26,2171.84
80,4,0,2,80,20,1873.34
57,4,2,3,185,4,2567.87
65,2,2,3,195,26,4734.63
49,2,1,1,185,4,2438.96
66,3,4,0,75,18,2544.69
0,1,2,3,145,18,5874.04
44,0,0,3,195,12,4756.27
49,1,0,2,130,6,2559.5
29,1,2,0,110,0,3356.48
17,2,4,2,195,8,3566.48
12,2,3,3,185,4,3646.71
38,0,4,0,105,0,2891.86
27,0,3,2,185,4,5817.8
55,3,4,3,190,8,5066.61
96,0,2,0,195,10,5620.44
85,1,0,3,190,6,3658.46
47,0,0,3,195,0,6551.28
61,5,4,1,195,0,4886.51
9,2,3,0,190,2,2925.41
41,0,0,3,185,4,1752.74
68,5,1,3,170,26,4267.83
54,4,1,0,85,22,1816.05
79,2,1,1,180,0,2203.94
77,3,1,0,55,24,1322.28
16,0,4,3,190,6,2065.17
84,4,3,0,175,16,5237.68
12,0,0,3,190,6,2243.57
77,5,1,1,190,2,4606.67
5,3,0,2,185,4,2869.05
96,5,4,3,180,0,1825.1
62,4,1,3,185,4,4545.96
98,4,3,2,185,22,4110.55
54,5,3,1,195,28,5424.04
33,2,0,1,150,20,3479.79
41,2,0,0,195,24,5071.59
72,1,3,1,95,4,2445.82
75,5,1,3,185,4,4445.33
50,5,4,1,175,16,3818.59
36,1,2,0,180,0,1484.46
54,4,2,1,185,4,2350.89
9,3,1,1,185,28,5067.94
2,3,0,2,185,2,4351.85
26,3,4,0,195,12,4452.72
40,2,0,1,175,6,5029.45
79,0,0,2,190,6,1626.42
95,4,4,2,65,20,1575.74
35,0,3,0,90,4,2360.8
69,5,3,2,90,26,2060.98
78,5,1,0,195,0,2398.47
84,0,1,1,190,6,2113.89
36,4,3,1,65,4,1476.74
56,2,0,0,185,4,2308.84
87,5,1,0,160,24,3666.97
46,1,4,2,175,14,3807.31
64,3,2,2,185,4,5974.56
54,1,2,2,180,0,2447.45
52,1,0,0,195,0,4768.77
94,3,4,3,170,28,1495.74
6,0,0,0,185,4,3370.25
41,1,4,3,195,26,4818.17
10,1,0,1,175,28,3022.49
96,0,0,2,180,0,3475.7
51,4,3,3,190,0,1608.93
54,1,3,3,185,4,2720.12
53,2,3,3,185,4,2416.18
88,3,2,3,115,0,2936.44
47,3,3,1,165,4,4113.91
27,5,1,1,185,4,4647.75
3,5,2,2,185,4,4777.37
71,1,0,2,140,20,2899.52
31,1,0,2,195,6,3973.52
61,4,2,3,185,10,4845.67
53,1,4,0,175,4,3914.75
83,1,1,1,195,0,5557.02
50,5,0,0,175,24,4978.86
99,2,1,3,185,10,5243.39
10,2,4,3,190,0,3416.02
59,3,2,0,185,4,1862.16
64,1,3,2,180,0,1783.93
57,4,4,3,175,16,4184.37
12,2,0,1,185,4,4126.5
87,3,1,1,85,26,2399.72
58,3,4,2,155,28,1881.18
64,4,1,1,190,4,3811.85
30,3,4,2,185,4,3744.84
91,3,4,1,160,26,3342.34
21,1,2,1,185,4,2999.16
62,4,4,2,45,4,1740.91
2,0,1,2,170,28,2764.51
0,5,1,1,185,4,2357.24
23,5,2,2,185,4,3080.66
66,5,1,1,185,4,2491.19
12,4,2,1,160,14,4059.25
91,1,1,1,145,24,3977.51
34,0,3,3,140,26,3693.34
91,5,2,3,185,16,4986.74
97,1,3,1,160,0,3241.99
58,1,0,0,125,6,2296.41
37,0,3,1,190,0,1961.48
15,4,1,2,195,4,3313.42
33,3,2,3,185,4,2543.83
89,5,1,3,195,16,7089.77
95,0,2,3,160,0,3340.96
48,5,4,3,170,28,2765.36
10,1,2,2,190,6,3799.42
19,2,0,0,185,4,4821.65
77,1,2,0,170,0,4981.25
7,1,1,3,195,12,3897.91
52,5,2,2,190,4,4990.72
42,2,3,2,95,4,2411.76
11,1,3,1,145,0,3490.68
79,4,0,3,50,20,789.23
51,4,2,3,185,4,5205.32
45,5,4,0,185,2,915.05
57,4,2,1,180,0,5214.36
77,4,4,1,90,28,2139.42
50,2,1,2,185,4,5167.83
73,0,0,0,90,26,2042.86
62,2,4,2,185,4,3145.71
76,5,0,2,185,4,4211.52
60,0,0,0,140,20,2907.38
99,5,3,3,175,20,4509.03
97,1,4,3,125,26,2102.68
44,2,3,2,125,4,3752.09
86,0,1,0,170,28,947.74
5,3,1,2,195,24,5481.68
86,0,4,3,85,0,2185.35
93,1,1,1,185,10,5736.73
75,0,4,2,195,28,6139.59
27,5,1,1,190,4,2973.22
27,2,0,1,185,4,4412.63
28,0,0,3,185,4,5177.21
6,3,0,2,185,4,4335.4
1,3,4,1,190,2,2211.03
29,3,0,1,125,28,2409.12
68,3,0,3,185,4,3240.95
48,2,4,0,190,0,4343.83
16,3,2,2,185,28,5709.69
60,5,4,2,90,4,2773.66
60,4,3,0,165,28,4725.13
78,3,1,1,170,28,2049.69
1,3,4,1,185,4,1137.33
12,2,0,1,185,4,1862.52
61,1,2,1,140,20,3050.69
37,2,4,2,80,26,2182.19
30,1,0,0,180,18,5751.2
10,1,4,1,180,28,3193.27
4,3,2,3,165,26,2538.14
64,1,3,2,140,26,3017.27
80,3,1,1,195,28,5812.0
79,3,1,2,185,2,3309.81
87,1,3,2,150,6,3026.32
52,4,1,3,195,28,3492.81
14,4,4,1,190,4,2718.03
50,1,0,1,185,4,2677.33
19,0,3,3,185,4,7338.83
77,3,3,0,90,4,2151.66
29,1,0,1,190,0,3134.28
55,2,3,2,185,4,1311.81
4,3,3,2,185,4,6012.1
95,2,0,3,190,6,2216.85
56,0,3,3,185,28,1154.72
25,5,4,3,190,4,6630.49
82,3,4,0,140,26,3556.94
99,1,0,0,90,22,2106.79
65,3,4,0,190,22,4610.04
67,2,4,3,185,4,1474.94
70,2,0,2,185,4,3609.72
41,2,1,1,195,0,4116.69
62,3,2,0,110,2,2318.82
4,1,4,0,150,2,3599.68
90,1,0,2,175,16,4182.93
58,3,1,1,70,20,1578.86
64,4,1,0,160,28,3482.52
71,1,0,0,65,4,2012.84
11,3,1,2,195,4,3357.58
14,0,0,0,185,4,1940.91
20,5,2,0,190,2,5150.8
66,0,1,3,180,0,5571.39
0,2,2,0,190,4,2518.01
39,0,4,2,195,2,3339.66
54,2,1,1,185,4,1546.12
3,5,2,1,185,4,4233.39
85,1,1,3,80,20,2095.03
40,3,1,1,185,4,4644.2
14,1,3,1,185,4,4743.28
89,0,2,1,55,0,1530.99
91,1,2,2,85,20,2245.17
73,4,1,3,175,16,4296.93
33,5,3,0,135,26,4177.08
34,3,4,1,175,28,2033.29
88,4,4,1,160,26,4013.77
57,1,0,1,185,4,1535.84
67,4,1,1,190,6,2155.27
68,5,1,0,160,28,4599.74
11,4,4,0,190,0,3768.7
6,4,0,2,190,4,5487.61
7,3,0,0,190,6,2309.25
16,5,1,1,190,4,3797.53
35,1,0,1,175,26,3981.06
97,1,3,1,85,26,1552.98
56,5,4,1,175,0,2294.0
17,0,1,2,190,0,3008.95
62,0,2,1,195,4,4592.21
93,4,4,3,185,18,4345.97
17,3,1,2,180,0,5351.45
57,3,4,0,170,28,1261.12
7,3,3,0,185,28,5517.91
18,5,4,0,195,0,6454.26
47,5,3,1,185,4,4539.22
95,2,0,2,195,6,3397.49
51,5,3,0,190,6,2544.58
60,1,2,3,195,0,4506.14
24,0,0,1,185,4,4841.41
76,2,1,1,180,0,2726.56
84,4,3,0,195,22,4526.65
46,3,3,3,40,16,913.0
91,3,0,2,185,26,5387.42
84,4,2,3,185,26,4866.94
61,4,2,0,125,24,3248.27
9,5,1,1,185,4,1586.91
41,0,3,2,185,4,4563.58
88,0,4,0,80,6,1930.8
84,4,3,3,170,28,1207.23
36,3,3,0,190,4,5376.24
39,5,3,0,190,0,3950.81
61,2,4,0,110,2,3017.25
92,4,2,0,155,0,3481.35
40,4,4,0,190,4,4703.12
27,3,2,2,185,4,3732.35
29,3,2,1,185,4,3390.23
13,3,1,0,185,4,1490.57
82,5,0,2,130,22,2684.38
34,3,0,3,185,2,976.87
29,2,0,0,190,0,3849.7
3,0,1,3,190,4,4415.25
7,0,2,0,195,0,5294.02
99,4,1,3,90,28,2015.76
16,3,0,3,185,4,2413.59
90,4,4,3,185,28,5623.7
58,0,1,1,195,0,2315.54
35,4,1,2,190,2,2607.11
33,2,4,2,180,0,1496.74
45,3,1,3,185,4,1710.2
90,2,1,3,75,20,1876.43
80,0,3,3,155,6,2779.91
7,4,0,2,185,2,3795.24
28,2,0,0,185,4,1105.89
47,1,3,1,80,26,2283.56
28,3,0,3,190,4,4951.04
71,5,4,3,65,20,934.38
18,5,1,3,190,4,1595.01
31,1,0,3,185,4,7170.59
79,2,3,3,85,26,2412.4
88,5,3,3,190,6,1661.83
67,3,1,0,190,0,2125.45
33,1,3,1,185,4,2402.95
39,0,3,0,190,0,2490.38
56,2,0,0,195,6,5499.24
64,1,1,0,175,0,5092.04
13,1,4,1,190,6,2923.06
52,0,4,3,135,26,3715.81
93,2,0,1,195,0,6345.3
71,4,2,1,185,28,5402.05
86,0,4,0,185,10,4189.96
37,0,0,3,120,4,2277.36
38,2,4,2,135,28,3509.03
96,0,4,3,195,4,4653.5
23,3,0,3,190,4,4477.45
52,2,1,1,195,4,2445.98
58,0,1,3,185,4,4186.2
4,3,4,2,195,12,4996.75
52,2,4,2,185,4,5275.72
32,4,2,1,195,0,5914.8
57,2,2,0,70,20,1577.46
16,0,0,1,185,4,1922.23
97,2,3,0,175,16,5558.39
86,4,4,1,85,22,1857.6
83,5,3,3,170,28,6147.74
33,1,4,1,80,26,1974.18
34,5,0,2,185,4,2841.3
99,3,3,3,185,4,2992.34
60,3,3,2,185,4,4485.08
12,3,4,3,190,4,3068.67
63,5,2,3,80,16,2220.62
69,5,4,3,80,20,1379.79
54,1,3,0,50,4,1407.24
62,5,0,0,190,2,5670.39
50,1,1,2,185,4,3673.92
19,3,0,1,185,0,4794.24
70,2,4,0,190,4,2405.2
89,0,1,2,195,6,1878.38
41,1,4,1,135,28,3892.65
77,4,2,1,65,4,1845.93
14,4,1,3,190,4,6818.42
8,3,0,1,185,4,3378.87
3,5,1,3,190,4,2363.84
24,3,0,3,190,6,1785.03
99,0,4,0,90,6,1845.99
47,4,4,1,190,0,2338.01
93,0,1,0,175,0,4925.24
68,5,2,3,170,28,1789.23
45,3,2,2,195,12,4728.35
64,0,1,1,175,4,4302.92
94,2,4,0,190,22,4040.08
72,2,4,2,195,0,4918.05
92,5,3,2,185,28,2681.18
5,3,0,1,185,4,3001.26
21,2,3,3,190,6,2044.87
53,1,3,2,145,16,3548.2
88,3,0,1,195,26,4880.44
7,4,4,0,195,12,4901.41
43,3,1,1,185,0,4774.52
31,5,0,3,185,4,3556.02
50,2,3,3,190,6,4077.45
98,5,0,3,70,28,1116.41
79,3,2,2,65,6,1648.18
95,1,1,1,60,20,1339.7
71,3,2,1,80,28,2324.45
26,0,2,0,105,0,1818.76
52,0,0,0,105,0,3007.33
68,1,0,2,195,28,5145.69
86,4,0,0,65,16,1498.38
5,3,1,0,175,4,1899.41
25,1,2,3,155,28,1388.22
57,0,2,3,190,28,4284.84
