Customer_ID,Age,Gender,Marital_Status,Region,Loyalty_Score,Frequency,Recency,Discount_Response_Rate,Average_Basket_Value,Annual_Expenditure,Customer_Type,Channel_Preference,Tenure_Years,Returns_Rate,Satisfaction_Score,Category_Pref
CUST_00027,26,Male,Married,West,7.462608527137371,13,80,0.09,169.74,26479.44,Discount-Seeker,In-Store,7.4,0.13,3,Personal_Care
CUST_00028,44,Male,Single,South,5.2080929620781715,10,364,0.15,265.88,31905.6,Brand-Loyal,In-Store,9.4,0.1,2,Snacks
CUST_00029,32,Male,Single,North,9.06949831630518,8,282,0.29,162.44,15594.24,Brand-Loyal,Mixed,5.8,0.07,1,Dairy
CUST_00030,36,Female,Married,South,6.643128249249228,7,57,0.36,249.86,20988.24,Regular,Online,9.1,0.05,4,Personal_Care
CUST_00031,32,Male,Married,East,6.365305014585176,5,326,0.06,77.96,4677.6,Discount-Seeker,In-Store,8.1,0.24,3,Snacks
CUST_00032,62,Male,Widowed,South,3.3932425856674198,8,297,0.3,146.48,14062.08,Discount-Seeker,Online,9.5,0.06,5,Snacks
CUST_00033,39,Female,Single,South,6.254796971242682,7,51,0.27,151.87,12757.08,Regular,In-Store,3.5,0.07,2,Snacks
CUST_00034,27,Female,Divorced,North,5.433582555208987,13,363,0.53,216.0,33696.0,Brand-Loyal,Online,6.4,0.0,2,Snacks
CUST_00035,49,Female,Divorced,East,6.039658005342053,10,12,0.35,242.51,29101.2,Occasional,In-Store,2.4,0.24,4,Snacks
CUST_00036,25,Male,Single,West,3.6308287617173387,5,97,0.47,133.48,8008.8,Regular,Mixed,7.4,0.22,5,Snacks
CUST_00037,42,Female,Married,South,5.256197768717973,10,109,0.31,287.78,34533.6,Discount-Seeker,In-Store,9.8,0.05,2,Dairy
CUST_00038,18,Female,Married,South,3.3662769995700836,13,257,0.32,282.96,44141.76,Regular,In-Store,3.3,0.01,2,Snacks
CUST_00039,24,Male,Divorced,North,1.0,7,147,0.28,259.78,21821.52,Regular,Online,0.7,0.03,5,Beverages
CUST_00040,42,Male,Married,North,6.996609137156767,8,194,0.28,150.3,14428.8,Regular,Online,9.7,0.16,5,Beverages
CUST_00041,48,Female,Married,North,1.9952220366209654,4,343,0.23,108.2,5193.6,Regular,Mixed,0.4,0.2,4,Snacks
CUST_00042,42,Female,Married,South,5.214372929564832,9,237,0.08,296.46,32017.68,Discount-Seeker,In-Store,3.7,0.14,3,Snacks
CUST_00043,38,Female,Single,East,5.66600425889808,6,72,0.34,221.29,15932.88,Regular,In-Store,5.6,0.16,4,Snacks
CUST_00044,36,Female,Single,West,5.65312603172611,10,226,0.22,205.47,24656.4,Discount-Seeker,Mixed,7.8,0.09,4,Personal_Care
CUST_00045,22,Female,Married,North,4.4338418528035,7,126,0.17,160.65,13494.6,Discount-Seeker,In-Store,2.2,0.02,3,Snacks
CUST_00046,31,Female,Married,East,5.5424229505599465,8,260,0.18,178.9,17174.4,Brand-Loyal,In-Store,0.6,0.18,3,Dairy
CUST_00047,34,Male,Married,East,5.941934139570324,6,27,0.3,117.02,8425.44,Regular,In-Store,7.0,0.15,5,Dairy
CUST_00048,52,Male,Married,East,6.46992963150397,8,26,0.19,414.94,39834.24,Regular,Mixed,1.1,0.04,3,Dairy
CUST_00049,44,Male,Single,West,8.466882678768526,13,353,0.18,217.92,33995.52,Brand-Loyal,In-Store,2.5,0.2,2,Household
CUST_00050,18,Female,Married,North,5.468388302996411,4,299,0.33,233.2,11193.6,Discount-Seeker,In-Store,2.8,0.15,4,Beverages
CUST_00051,43,Female,Single,North,5.128097690035403,8,104,0.5,49.56,4757.76,Regular,In-Store,8.4,0.57,5,Dairy
CUST_00052,35,Female,Married,East,3.186542069299812,2,365,0.45,136.38,3273.12,Discount-Seeker,In-Store,5.8,0.03,3,Snacks
CUST_00053,31,Male,Widowed,South,5.871892647798674,7,40,0.53,219.65,18450.6,Regular,In-Store,4.6,0.14,3,Beverages
CUST_00054,47,Female,Married,North,6.334766206281137,7,178,0.1,180.17,15134.28,Discount-Seeker,In-Store,0.4,0.09,3,Personal_Care
CUST_00055,52,Male,Single,South,4.615393631436746,8,201,0.33,150.21,14420.16,Brand-Loyal,In-Store,5.1,0.03,3,Dairy
CUST_00056,51,Male,Single,South,6.089225008368074,8,202,0.18,199.24,19127.04,Regular,In-Store,7.2,0.01,3,Snacks
CUST_00057,29,Female,Married,East,4.414967612901316,4,29,0.2,140.23,6731.04,Regular,In-Store,9.8,0.01,4,Personal_Care
CUST_00058,36,Female,Married,North,6.341985304177848,10,341,0.34,188.62,22634.4,Occasional,Mixed,4.9,0.09,4,Beverages
CUST_00059,43,Female,Married,South,6.825204628059487,10,247,0.14,149.48,17937.6,Discount-Seeker,In-Store,5.6,0.05,3,Beverages
CUST_00060,51,Male,Single,South,6.797255733460971,5,117,0.09,333.55,20013.0,Brand-Loyal,Online,3.3,0.15,3,Beverages
CUST_00061,34,Female,Married,South,5.235688652282601,5,242,0.2,151.96,9117.6,Brand-Loyal,Online,8.2,0.04,3,Beverages
CUST_00062,37,Male,Married,West,2.9200636967658973,4,274,0.05,183.21,8794.08,Discount-Seeker,Online,5.4,0.18,1,Beverages
CUST_00063,26,Male,Single,North,3.776173894716359,6,337,0.27,158.97,11445.84,Discount-Seeker,Mixed,3.8,0.16,3,Snacks
CUST_00064,25,Female,Married,West,6.190314647769457,7,247,0.15,200.38,16831.92,Discount-Seeker,Mixed,1.3,0.01,2,Snacks
CUST_00065,49,Female,Single,East,9.897624611480454,7,149,0.6,693.86,58284.24,Regular,Online,8.9,0.1,2,Dairy
CUST_00066,56,Female,Married,West,4.318558456935836,8,318,0.52,529.94,50874.24,Regular,Online,8.0,0.1,5,Snacks
CUST_00067,39,Male,Divorced,South,5.91167535677628,7,96,0.34,342.44,28764.96,Brand-Loyal,In-Store,2.2,0.01,2,Household
CUST_00068,52,Female,Married,South,3.8878948850411934,6,106,0.24,267.51,19260.72,Regular,In-Store,8.8,0.01,5,Personal_Care
CUST_00069,44,Male,Married,West,3.0520659115017983,9,221,0.22,174.65,18862.2,Regular,In-Store,5.6,0.03,3,Beverages
CUST_00070,32,Female,Married,West,3.647368272845275,8,175,0.34,220.04,21123.84,Regular,In-Store,7.7,0.21,1,Snacks
CUST_00071,44,Male,Single,North,1.0,10,26,0.5,205.99,24718.8,Occasional,In-Store,6.5,0.15,2,Household
CUST_00072,58,Male,Married,North,7.7068701258155015,7,91,0.13,253.07,21257.88,Brand-Loyal,In-Store,0.8,0.0,2,Snacks
CUST_00073,39,Female,Married,South,1.0,6,16,0.08,134.74,9701.28,Occasional,Online,2.6,0.23,3,Household
CUST_00074,58,Female,Single,West,4.472343539198734,12,303,0.28,137.42,19788.48,Regular,Online,4.3,0.02,3,Beverages
CUST_00075,18,Male,Single,South,2.643744209299891,9,56,0.29,145.44,15707.52,Regular,In-Store,1.2,0.05,3,Snacks
CUST_00076,49,Male,Married,East,3.231239569275591,6,322,0.51,128.39,9244.08,Brand-Loyal,In-Store,3.8,0.3,3,Household
CUST_00077,41,Female,Single,East,7.753045319477335,7,51,0.1,153.92,12929.28,Discount-Seeker,In-Store,0.5,0.13,4,Dairy
CUST_00078,36,Male,Single,West,5.402133980062784,8,283,0.35,278.09,26696.64,Brand-Loyal,Mixed,8.8,0.0,2,Snacks
CUST_00079,41,Male,Married,East,3.069207681636599,6,110,0.06,203.62,14660.64,Regular,In-Store,0.5,0.13,3,Personal_Care
CUST_00080,18,Male,Single,South,3.820965735006978,6,66,0.09,206.76,14886.72,Occasional,In-Store,5.5,0.01,4,Personal_Care
CUST_00081,37,Male,Divorced,West,3.4690375591158285,13,62,0.29,299.55,46729.8,Regular,In-Store,6.9,0.01,3,Household
CUST_00082,44,Female,Single,East,4.912908655842239,5,71,0.05,134.19,8051.4,Regular,In-Store,3.0,0.06,4,Household
CUST_00083,57,Female,Married,East,5.345783369575385,6,166,0.34,274.59,19770.48,Discount-Seeker,Online,0.1,0.06,3,Snacks
CUST_00084,33,Female,Married,South,8.79114954645712,6,6,0.12,419.86,30229.92,Discount-Seeker,In-Store,5.6,0.25,2,Snacks
CUST_00085,30,Female,Married,East,1.1673984680045861,8,120,0.09,232.63,22332.48,Discount-Seeker,Online,4.7,0.05,3,Snacks
CUST_00086,33,Male,Single,South,4.930375370484095,8,59,0.26,117.88,11316.48,Regular,In-Store,2.0,0.14,4,Beverages
CUST_00087,50,Male,Divorced,North,4.368864614930955,10,275,0.06,144.84,17380.8,Regular,Online,1.0,0.02,5,Snacks
CUST_00088,43,Male,Married,East,6.893097055433564,15,79,0.33,119.96,21592.8,Regular,Online,8.0,0.13,1,Beverages
CUST_00089,33,Male,Married,East,5.709636236356787,6,237,0.3,123.93,8922.96,Regular,In-Store,2.0,0.01,2,Dairy
CUST_00090,46,Male,Single,East,6.180724416229891,5,156,0.33,178.92,10735.2,Discount-Seeker,Mixed,4.3,0.02,1,Snacks
CUST_00091,41,Female,Single,South,5.690172372030165,11,138,0.13,188.62,24897.84,Discount-Seeker,Online,7.9,0.18,2,Beverages
CUST_00092,51,Female,Married,East,3.136017749432921,6,173,0.36,107.45,7736.4,Occasional,Online,9.2,0.1,3,Dairy
CUST_00093,31,Male,Single,South,7.422530992986026,10,351,0.07,199.55,23946.0,Regular,In-Store,4.0,0.13,3,Snacks
CUST_00094,36,Female,Married,East,6.597009809231338,6,193,0.26,201.96,14541.12,Regular,Online,4.7,0.0,3,Personal_Care
CUST_00095,35,Female,Single,South,6.831059583449486,6,178,0.55,202.6,14587.2,Occasional,In-Store,7.1,0.06,1,Household
CUST_00096,22,Female,Married,East,7.52810034101433,7,144,0.29,370.07,31085.88,Regular,In-Store,1.6,0.12,3,Household
CUST_00097,43,Female,Widowed,West,5.835350201303919,8,318,0.31,144.82,13902.72,Regular,Online,8.4,0.12,2,Personal_Care
CUST_00098,43,Female,Married,South,7.961984808234986,8,234,0.44,85.82,8238.72,Regular,In-Store,2.8,0.03,3,Snacks
CUST_00099,40,Female,Married,South,5.755279143573282,7,322,0.05,198.85,16703.4,Discount-Seeker,In-Store,4.2,0.05,3,Snacks
CUST_00100,37,Female,Married,East,4.561882823950783,10,147,0.51,328.31,39397.2,Regular,Online,9.4,0.06,3,Snacks
CUST_00101,23,Female,Married,East,4.98679217903327,6,260,0.18,76.75,5526.0,Brand-Loyal,In-Store,9.7,0.11,2,Beverages
CUST_00102,34,Male,Divorced,East,4.952312463727767,9,43,0.2,187.44,20243.52,Regular,In-Store,4.4,0.11,2,Dairy
CUST_00103,35,Male,Divorced,East,3.9612173558189143,10,146,0.23,198.46,23815.2,Regular,In-Store,2.8,0.01,3,Personal_Care
CUST_00104,30,Female,Married,South,8.26377769674044,13,111,0.35,141.93,22141.08,Regular,In-Store,1.5,0.02,4,Personal_Care
CUST_00105,38,Male,Single,South,5.592590731007335,7,174,0.13,89.01,7476.84,Discount-Seeker,In-Store,1.6,0.02,4,Dairy
CUST_00106,44,Male,Married,South,5.189476951665813,9,365,0.25,463.82,50092.56,Regular,Online,5.2,0.01,4,Snacks
CUST_00107,62,Female,Single,North,5.7765485098528675,8,246,0.31,177.44,17034.24,Brand-Loyal,In-Store,6.9,0.0,2,Dairy
CUST_00108,42,Male,Married,East,10.0,10,302,0.57,127.33,15279.6,Brand-Loyal,Online,3.7,0.05,3,Household
CUST_00109,43,Female,Married,North,2.736551622800681,6,213,0.26,349.34,25152.48,Brand-Loyal,Mixed,2.5,0.1,4,Household
CUST_00110,39,Female,Married,West,3.3099229765674485,12,103,0.25,101.69,14643.36,Regular,In-Store,0.1,0.02,5,Personal_Care
CUST_00111,18,Female,Divorced,West,2.2388579651060074,11,158,0.23,137.56,18157.92,Occasional,In-Store,3.0,0.03,1,Snacks
CUST_00112,39,Female,Married,West,4.534801523129028,6,192,0.09,89.29,6428.88,Discount-Seeker,Online,6.3,0.03,2,Personal_Care
CUST_00113,40,Male,Single,West,5.491036886654721,8,41,0.16,116.04,11139.84,Regular,In-Store,7.4,0.1,2,Snacks
CUST_00114,69,Female,Divorced,South,4.069354963317846,8,133,0.05,131.45,12619.2,Regular,In-Store,8.2,0.11,2,Dairy
CUST_00115,37,Female,Single,West,3.92054640369646,5,5,0.05,241.11,14466.6,Discount-Seeker,In-Store,5.3,0.05,2,Dairy
CUST_00116,43,Female,Married,North,5.284809733256265,7,201,0.13,316.73,26605.32,Discount-Seeker,Online,9.2,0.04,3,Snacks
CUST_00117,39,Male,Single,North,3.995784350340605,10,75,0.09,325.19,39022.8,Brand-Loyal,Online,7.9,0.07,3,Snacks
CUST_00118,25,Male,Single,West,5.620351654365677,5,360,0.41,166.15,9969.0,Regular,In-Store,7.9,0.04,1,Beverages
CUST_00119,53,Female,Widowed,North,7.228468693485208,10,120,0.24,348.97,41876.4,Brand-Loyal,Mixed,0.3,0.0,3,Snacks
CUST_00120,49,Male,Single,West,6.354060939601613,6,38,0.29,104.69,7537.68,Regular,Mixed,0.6,0.06,5,Household
CUST_00121,49,Female,Married,East,6.762026694330404,8,262,0.2,402.25,38616.0,Regular,In-Store,7.7,0.06,3,Snacks
CUST_00122,29,Male,Single,West,7.1718368230134395,6,186,0.17,192.04,13826.88,Regular,In-Store,3.1,0.08,4,Household
CUST_00123,56,Male,Divorced,North,5.565656320237406,10,270,0.29,316.14,37936.8,Brand-Loyal,Mixed,2.9,0.08,2,Snacks
CUST_00124,23,Male,Divorced,East,4.6827179479137975,5,222,0.04,241.43,14485.8,Occasional,Online,3.0,0.17,3,Beverages
CUST_00125,47,Male,Single,North,3.4554938582336088,10,345,0.2,208.85,25062.0,Occasional,In-Store,7.5,0.04,4,Snacks
CUST_00126,66,Female,Single,West,4.217643672728558,12,13,0.32,325.3,46843.2,Occasional,Online,6.8,0.43,4,Personal_Care
CUST_00127,28,Female,Married,North,3.952628934646211,7,155,0.33,159.76,13419.84,Occasional,Online,0.6,0.05,2,Household
CUST_00128,33,Male,Single,East,6.4633446532418235,10,184,0.24,325.61,39073.2,Occasional,In-Store,7.9,0.06,3,Snacks
CUST_00129,41,Female,Married,North,5.693565109188392,9,68,0.3,174.65,18862.2,Brand-Loyal,In-Store,4.4,0.07,3,Beverages
CUST_00130,33,Male,Single,North,6.393515725428603,8,187,0.12,903.33,86719.68,Regular,In-Store,7.4,0.06,2,Beverages
CUST_00131,21,Female,Single,South,2.679326287799697,5,239,0.28,108.2,6492.0,Occasional,In-Store,9.5,0.05,3,Beverages
CUST_00132,40,Male,Married,North,7.863498968482158,10,251,0.06,254.61,30553.2,Occasional,Online,6.4,0.04,3,Snacks
CUST_00133,27,Female,Single,East,4.146039256986475,9,95,0.45,235.22,25403.76,Regular,Online,6.9,0.09,3,Dairy
CUST_00134,45,Female,Divorced,North,2.7999667158506747,11,177,0.15,312.57,41259.24,Brand-Loyal,Online,3.5,0.17,1,Beverages
CUST_00135,28,Female,Single,South,4.1215644703563745,12,18,0.28,131.95,19000.8,Discount-Seeker,In-Store,6.3,0.14,2,Beverages
CUST_00136,58,Female,Single,East,9.967531985175016,11,203,0.04,161.87,21366.84,Regular,In-Store,7.2,0.2,3,Beverages
CUST_00137,30,Female,Widowed,South,4.224566267016865,3,332,0.09,121.44,4371.84,Occasional,In-Store,2.7,0.01,3,Household
CUST_00138,36,Female,Married,South,4.349807057058149,9,3,0.29,245.42,26505.36,Brand-Loyal,Online,3.4,0.09,3,Dairy
CUST_00139,49,Female,Married,West,4.6157906387406475,6,207,0.08,397.86,28645.92,Brand-Loyal,In-Store,1.0,0.03,2,Beverages
CUST_00140,25,Female,Single,North,4.7027592331370895,11,57,0.33,193.0,25476.0,Regular,In-Store,7.7,0.11,3,Household
CUST_00141,42,Female,Married,North,3.4370478683974914,6,325,0.35,300.01,21600.72,Brand-Loyal,Online,6.3,0.03,3,Snacks
CUST_00142,55,Male,Married,South,5.2864261664122605,7,287,0.07,856.69,71961.96,Discount-Seeker,Mixed,3.9,0.19,2,Snacks
CUST_00143,20,Female,Single,South,7.151189816396661,9,264,0.15,202.06,21822.48,Occasional,In-Store,5.4,0.02,5,Snacks
CUST_00144,42,Male,Married,East,5.628578630957414,9,10,0.69,61.7,6663.6,Regular,In-Store,6.8,0.37,3,Dairy
CUST_00145,43,Female,Married,South,2.777669402200029,8,3,0.46,221.74,21287.04,Occasional,In-Store,1.9,0.14,1,Snacks
CUST_00146,49,Female,Single,West,4.311308190132583,6,12,0.13,346.29,24932.88,Brand-Loyal,In-Store,6.8,0.02,4,Beverages
CUST_00147,25,Female,Married,North,3.8969451997967406,6,348,0.26,122.28,8804.16,Brand-Loyal,Online,6.3,0.0,5,Personal_Care
CUST_00148,24,Male,Married,South,5.105878936469602,7,106,0.4,141.47,11883.48,Occasional,In-Store,6.5,0.26,2,Beverages
CUST_00149,46,Male,Single,South,7.660903343124634,6,350,0.22,124.36,8953.92,Occasional,Online,3.3,0.19,1,Snacks
CUST_00150,43,Female,Married,East,4.702234407958234,8,275,0.42,263.98,25342.08,Discount-Seeker,Mixed,1.6,0.06,3,Household
CUST_00151,43,Female,Single,West,4.823690262259219,8,209,0.07,142.99,13727.04,Regular,Online,4.0,0.01,1,Household
CUST_00152,44,Male,Married,East,8.55528963763886,10,14,0.3,443.47,53216.4,Regular,Online,1.0,0.07,1,Personal_Care
CUST_00153,31,Male,Married,West,6.75241198334332,11,103,0.2,310.82,41028.24,Regular,Online,1.7,0.0,3,Snacks
CUST_00154,42,Female,Married,South,6.14816256421307,5,243,0.24,526.0,31560.0,Occasional,In-Store,5.6,0.03,5,Snacks
CUST_00155,43,Female,Divorced,North,8.916263230603551,7,331,0.22,249.19,20931.96,Regular,In-Store,9.3,0.18,1,Snacks
CUST_00156,31,Male,Single,North,5.979622509588026,7,29,0.06,324.22,27234.48,Regular,Online,2.3,0.08,3,Dairy
CUST_00157,62,Male,Married,South,1.0269457160449553,6,263,0.35,298.55,21495.6,Regular,In-Store,5.4,0.16,3,Personal_Care
CUST_00158,45,Male,Married,South,6.665331515760721,10,49,0.53,138.87,16664.4,Regular,Mixed,1.7,0.16,3,Dairy
CUST_00159,25,Female,Married,North,1.8159830857626997,9,193,0.49,313.5,33858.0,Regular,In-Store,5.4,0.03,4,Snacks
CUST_00160,47,Male,Married,South,5.904010737164896,13,263,0.35,299.11,46661.16,Regular,In-Store,7.6,0.03,3,Beverages
CUST_00161,28,Male,Single,South,1.5725128517415201,5,272,0.18,125.27,7516.2,Brand-Loyal,In-Store,8.1,0.03,3,Household
CUST_00162,49,Male,Single,North,4.066289179200161,6,99,0.06,75.8,5457.6,Discount-Seeker,In-Store,7.0,0.15,3,Dairy
CUST_00163,53,Male,Single,South,4.272430940780257,7,144,0.2,206.07,17309.88,Discount-Seeker,In-Store,2.1,0.23,2,Snacks
CUST_00164,30,Female,Widowed,West,3.4597617855364935,18,341,0.55,224.57,48507.12,Brand-Loyal,In-Store,4.6,0.09,2,Dairy
CUST_00165,51,Male,Single,South,4.3022960056176,7,338,0.24,119.05,10000.2,Brand-Loyal,Mixed,8.2,0.08,2,Dairy
CUST_00166,44,Male,Divorced,East,7.065123440721105,9,329,0.5,248.43,26830.44,Regular,Online,7.4,0.1,3,Personal_Care
CUST_00167,49,Male,Married,East,3.5720941756808933,9,61,0.51,231.13,24962.04,Regular,In-Store,8.0,0.16,2,Household
CUST_00168,62,Male,Single,South,6.090281759021082,5,365,0.21,246.11,14766.6,Brand-Loyal,In-Store,1.0,0.02,3,Household
CUST_00169,37,Male,Married,North,3.0687007207853996,4,273,0.27,140.5,6744.0,Occasional,In-Store,7.3,0.02,3,Personal_Care
CUST_00170,30,Female,Married,South,4.621000847215742,9,287,0.09,235.85,25471.8,Discount-Seeker,In-Store,4.5,0.14,2,Dairy
CUST_00171,29,Female,Divorced,East,5.647678532654901,8,59,0.2,269.18,25841.28,Occasional,In-Store,3.6,0.01,3,Beverages
CUST_00172,30,Female,Single,South,3.0069431667628805,1,88,0.16,378.93,4547.16,Occasional,Online,1.7,0.02,5,Snacks
CUST_00173,39,Female,Single,North,2.37655913417862,7,262,0.37,88.13,7402.92,Occasional,Online,2.5,0.2,5,Beverages
CUST_00174,44,Female,Single,North,5.983756301157777,5,288,0.41,997.83,59869.8,Occasional,Mixed,6.0,0.07,4,Beverages
CUST_00175,43,Male,Single,West,7.246160798681277,7,287,0.63,407.96,34268.64,Occasional,In-Store,7.1,0.04,3,Personal_Care
CUST_00176,49,Female,Married,South,4.841869961025256,9,251,0.12,231.9,25045.2,Occasional,Online,5.5,0.04,4,Dairy
CUST_00177,40,Female,Divorced,East,4.085374186886591,7,240,0.49,249.66,20971.44,Regular,Online,9.7,0.01,2,Dairy
CUST_00178,57,Female,Single,South,5.3113507753767735,4,9,0.16,91.14,4374.72,Regular,In-Store,2.0,0.14,4,Dairy
CUST_00179,36,Female,Married,West,5.1109598375307606,7,3,0.03,176.23,14803.32,Regular,In-Store,5.8,0.03,5,Personal_Care
CUST_00180,72,Male,Married,East,5.485805081422503,2,126,0.19,324.67,7792.08,Occasional,In-Store,7.5,0.14,4,Beverages
CUST_00181,47,Female,Single,South,1.0,7,71,0.36,169.64,14249.76,Brand-Loyal,Online,2.5,0.02,2,Personal_Care
CUST_00182,29,Female,Single,West,2.8617914176680737,8,162,0.04,149.88,14388.48,Regular,Mixed,0.5,0.01,3,Dairy
CUST_00183,27,Female,Married,East,3.3095397891262923,6,299,0.21,198.59,14298.48,Regular,Online,2.5,0.13,4,Snacks
CUST_00184,45,Male,Divorced,North,5.301735257023125,7,221,0.37,233.81,19640.04,Regular,In-Store,0.2,0.02,4,Beverages
CUST_00185,37,Male,Married,North,5.371755767244533,3,161,0.32,148.62,5350.32,Regular,In-Store,4.6,0.1,3,Snacks
CUST_00186,48,Male,Single,West,6.272360977368072,8,325,0.69,216.72,20805.12,Occasional,Online,0.5,0.15,5,Snacks
CUST_00187,45,Female,Single,West,5.515163498420874,7,164,0.07,245.26,20601.84,Occasional,Online,7.5,0.23,4,Beverages
CUST_00188,39,Male,Single,East,2.3985298592253286,7,79,0.27,135.74,11402.16,Occasional,Online,9.0,0.05,1,Personal_Care
CUST_00189,29,Male,Married,East,7.89400923517012,10,121,0.37,120.51,14461.2,Discount-Seeker,In-Store,3.3,0.02,5,Dairy
CUST_00190,21,Female,Married,East,7.5438366068447325,6,202,0.23,214.55,15447.6,Regular,Mixed,5.9,0.07,3,Personal_Care
CUST_00191,34,Male,Single,South,2.4836054199461484,6,324,0.51,203.11,14623.92,Brand-Loyal,In-Store,8.3,0.02,4,Beverages
CUST_00192,50,Female,Married,East,5.665410588748366,9,357,0.18,144.72,15629.76,Brand-Loyal,Mixed,2.7,0.03,2,Dairy
CUST_00193,42,Male,Married,North,3.8091512295139687,4,47,0.4,225.25,10812.0,Regular,Online,7.1,0.03,5,Dairy
CUST_00194,25,Female,Married,West,5.277727978401097,5,229,0.15,262.32,15739.2,Regular,In-Store,9.0,0.01,3,Beverages
CUST_00195,42,Female,Widowed,West,7.106620559283741,6,301,0.29,131.85,9493.2,Occasional,Mixed,6.9,0.11,3,Personal_Care
CUST_00196,44,Female,Single,East,9.260208532641919,13,358,0.45,174.49,27220.44,Brand-Loyal,In-Store,6.8,0.19,3,Beverages
CUST_00197,29,Female,Divorced,South,6.50255541028522,6,96,0.37,216.32,15575.04,Regular,In-Store,1.2,0.12,4,Beverages
CUST_00198,41,Male,Single,North,5.589869470220272,9,216,0.47,374.22,40415.76,Discount-Seeker,Online,1.7,0.5,2,Snacks
CUST_00199,40,Male,Single,South,4.3203576633834055,2,340,0.24,233.13,5595.12,Discount-Seeker,Online,5.9,0.09,2,Household
CUST_00200,26,Male,Divorced,East,5.364269742022353,5,41,0.27,270.65,16239.0,Occasional,In-Store,2.0,0.04,3,Dairy
CUST_00201,44,Female,Divorced,East,7.719543786656628,8,360,0.24,126.91,12183.36,Occasional,Mixed,4.7,0.01,1,Snacks
CUST_00202,46,Female,Married,South,4.91058248648083,4,324,0.16,483.22,23194.56,Occasional,In-Store,8.7,0.06,1,Household
